"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",425,NA,180,14.6514061690245,NA,NA,20.875,NA,NA,19.1875,16.875,NA,10.5,2.5,22.625,1.25,2.5,NA,NA,14.0375,11.035,14.6514061690245,-128.747815520586,NA,8.43306236183577,3.76436522089784,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEDCOLLINS","Jed Collins","RB","DET",426,NA,123,14.5679826809059,14.155,29.65,11.175,NA,NA,20.4125,NA,NA,NA,1.25,2.125,NA,7.05,NA,NA,17.85,13.5741517857143,14.5679826809059,-103.359831520165,NA,9.65158470865758,4.00442167557713,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TAVARRESKING","Tavarres King","WR","CAR",427,NA,181,14.5565734232611,NA,NA,NA,NA,NA,26.55,2.65,NA,34.75,10,7.125,3.125,NA,NA,NA,11.775,13.7107142857143,14.5565734232611,-128.842648266349,NA,12.2663738966097,4.51955135196814,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",428,NA,124,14.501977325838,NA,25,16.125,NA,NA,13.0775,12.925,6.7,17.575,NA,11.55,1.875,NA,46.275,NA,NA,11.966875,14.501977325838,-103.425836875232,NA,12.8368199673829,4.63193276351361,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ANTONESMITH","Antone Smith","RB","ATL",429,NA,125,14.4824683051234,NA,4.525,15.1,NA,NA,7.51,15.175,NA,11.95,29.75,15.275,5.75,NA,NA,NA,NA,11.6705555555556,14.4824683051234,-103.445345895947,NA,8.02118241973802,3.68322231948829,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMESHANNA","James Hanna","TE","DAL",430,NA,77,14.4557100810483,30.485,NA,NA,NA,NA,20.125,9.375,NA,9.875,1.875,13.375,3.75,NA,NA,NA,NA,12.5742857142857,14.4557100810483,-103.899214195382,NA,9.90127619239536,4.05361244545184,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"VIRGILGREEN","Virgil Green","TE","DEN",431,NA,78,14.4498745115473,NA,NA,NA,NA,NA,23.6875,6.9,NA,NA,1.875,14.25,12.875,NA,NA,NA,19.85,11.4910714285714,14.4498745115473,-103.905049764883,NA,8.04182199763627,3.68728844425757,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTMCGLOIN","Matt McGloin","QB","OAK",432,NA,48,14.2960430293842,1.31,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,30.08,NA,NA,7.18833333333333,14.2960430293842,-230.78627108714,NA,14.5597126803153,4.97135330638513,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",433,NA,182,14.2499995549279,NA,NA,34.875,NA,NA,24.625,6.875,NA,12.25,NA,NA,NA,1.5,NA,NA,NA,11.4464285714286,14.2499995549279,-129.149222134683,NA,13.585205648057,4.77936938107254,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RHETTELLISON","Rhett Ellison","TE","MIN",434,NA,79,14.1226277796668,NA,NA,NA,NA,NA,21.75,9.875,NA,6.5,2.5,13.75,2.5,NA,NA,NA,19.55,9.103125,14.1226277796668,-104.232296496764,NA,7.76955482269461,3.63365012329241,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSEPHMORGAN","Joseph Morgan","WR","NO",435,NA,183,13.175,NA,NA,NA,NA,NA,47.675,13.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3166666666667,13.175,-130.22422168961,NA,24.3598286118766,6.90203688565039,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARIONGRICE","Marion Grice","RB","SD",436,NA,126,13.0249892948059,NA,21.7,NA,NA,NA,10.85,NA,NA,NA,16.25,NA,2.625,NA,54.425,NA,NA,13.23125,13.0249892948059,-104.902824906265,NA,19.8796488273812,6.01941370012005,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTFLYNN","Matt Flynn","QB","GB",437,NA,49,12.7247079617899,NA,21.48,NA,NA,NA,12.764,45.74,1.16,8.3,8.2,6.46,NA,NA,NA,NA,NA,11.1504444444444,12.7247079617899,-232.357606154734,NA,14.9857165772389,5.05527871443512,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JEREMYROSS","Jeremy Ross","WR","DET",438,NA,184,12.5110864852965,-5.49,NA,NA,NA,NA,6.1,11.075,NA,4.775,NA,5.5,3.75,NA,NA,NA,8.87,10.125,12.5110864852965,-130.888135204314,NA,5.24357622874567,3.13601668436473,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DOMENIKHIXON","Domenik Hixon","WR",NA,439,NA,185,12.2103000406593,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.625,NA,NA,16.25,NA,NA,7.2425,12.2103000406593,-131.188921648951,NA,2.45369619146299,2.58639302544915,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",440,NA,50,12.1209725812528,NA,16.08,5.32,NA,NA,11.352,40,10.24,7.74,14,0.92,NA,NA,NA,NA,NA,9.8152,12.1209725812528,-232.961341535271,NA,11.8445597276917,4.43645134630304,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",441,NA,80,12.0562538047452,NA,NA,NA,NA,NA,8.4875,3.125,NA,4.5,41.375,22.5,21.625,NA,NA,NA,NA,14.5160714285714,12.0562538047452,-106.298670471685,NA,14.6081107964605,4.98088803523544,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CYRUSGRAY","Cyrus Gray","RB","KC",442,NA,127,11.6807709100661,-0.03,23.65,5.35,NA,NA,14.5,15.975,NA,3.725,NA,6.225,30.125,13.525,NA,NA,NA,10.9025,11.6807709100661,-106.247043291004,NA,9.85238563890887,4.0439807033932,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",443,NA,128,11.5994350179173,26.37,17.025,4.3,NA,NA,10.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.442,11.5994350179173,-106.328379183153,NA,9.41642146620289,3.95809305928068,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEFFWILLIAMS","Jeff Williams","RB",NA,444,NA,129,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,NA,NA,10.75,10.75,-107.17781420107,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ISAIAHPEAD","Isaiah Pead","RB","STL",445,NA,130,10.7322567418333,19.805,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,4.885,10.7322567418333,-107.195557459237,NA,7.55316214133745,3.5910194238714,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANTEROSARIO","Dante Rosario","TE","CHI",446,NA,81,10.7038962431166,0.74,NA,NA,NA,NA,15.725,NA,NA,5,6.25,13.875,10.375,NA,NA,NA,NA,7.41214285714286,10.7038962431166,-107.651028033314,NA,5.69177952547941,3.22431551176835,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JASONCAMPBELL","Jason Campbell","QB","CIN",447,NA,51,10.5801599542309,9.71,NA,7.04,NA,NA,6.4,67.86,13.92,2.9,3.3,7.12,NA,NA,19.62,NA,NA,13.436,10.5801599542309,-234.502154162293,NA,20.3914053245751,6.12023290191465,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"NAAMANROOSEVELT","Naaman Roosevelt","WR","BUF",448,NA,186,10.4125,NA,NA,NA,NA,NA,10.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4125,10.4125,-132.98672168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRIANTYMS","Brian Tyms","WR","CLE",449,NA,187,10.35,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,10.35,-133.04922168961,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"THADDEUSLEWIS","Thaddeus Lewis","QB","BUF",450,NA,52,10.3163505206354,1.46,NA,NA,NA,NA,7.9,4.24,7.9,9.44,37.9,12.42,16.6,NA,NA,NA,NA,12.16375,10.3163505206354,-234.765963595888,NA,11.3590539721782,4.34080370332057,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOSHBOYCE","Josh Boyce","WR","NE",451,NA,188,10.2187439200031,NA,NA,NA,NA,NA,14.0625,12,NA,6.375,NA,5.375,9.375,NA,31.125,NA,NA,9.7890625,10.2187439200031,-133.180477769607,NA,9.44245868625681,3.963222553009,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMESCASEY","James Casey","TE","PHI",452,NA,82,10.155479591101,9.11,NA,NA,NA,NA,12.6,4.75,NA,20.5,2.5,4,NA,NA,NA,NA,NA,8.89,10.155479591101,-108.199444685329,NA,6.78949188084057,3.44057164935414,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LAMICHAELJAMES","LaMichael James","RB","SF",453,NA,131,10.0757102845628,-8.55,10.875,7.475,NA,NA,6.8875,28.325,NA,13.5,5.5,4.075,2.625,NA,NA,NA,16.1625,7.20454545454546,10.0757102845628,-107.852103916508,NA,9.65794505978253,4.00567470416996,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MICHAELFORD","Michael Ford","RB","CHI",454,NA,132,10.0755803271104,NA,20.8,14.2,NA,NA,17.5,NA,NA,NA,4.125,14.8,0.4,15.225,NA,NA,NA,8.505,10.0755803271104,-107.85223387396,NA,7.37131061874991,3.5551935468128,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JONASGRAY","Jonas Gray","RB","NE",455,NA,133,10.05,NA,NA,NA,NA,NA,NA,0.225,NA,NA,19.875,NA,NA,NA,NA,NA,NA,10.05,10.05,-107.87781420107,NA,13.8946482503157,4.84033149163104,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ORSONCHARLES","Orson Charles","RB","CIN",456,NA,134,10.0375,5.185,14.15,NA,NA,NA,10.9125,NA,NA,2.375,NA,1.625,NA,NA,NA,NA,NA,7.90125,10.0375,-107.89031420107,NA,5.47476894489621,3.1815630823701,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALANBONNER","Alan Bonner","WR","HOU",457,NA,189,9.89375,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,-133.50547168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"GREGSALAS","Greg Salas","WR","NYJ",457,NA,189,9.89375,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,-133.50547168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DEVINHESTER","Devin Hester","WR","ATL",459,NA,191,9.82599546382507,-7.68,NA,NA,NA,NA,19.1875,0.1,NA,NA,NA,1,3.75,NA,NA,NA,12.72,6.95535714285714,9.82599546382507,-133.573226225785,NA,9.62389341041348,3.99896631819342,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRICEBUTLER","Brice Butler","WR","OAK",460,NA,192,9.78931736337792,17.115,NA,NA,NA,NA,25.525,NA,NA,4.5,NA,1.375,NA,NA,NA,NA,NA,9.622,9.78931736337792,-133.609904326233,NA,11.2273946035282,4.31486599167673,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"STANLEYHAVILI","Stanley Havili","RB","IND",461,NA,135,9.76249278615449,20.13,17.9,7.275,NA,NA,12.5875,21.125,NA,9.2,1.75,6.125,1.875,NA,NA,NA,16.4825,11.369,9.76249278615449,-108.165321414916,NA,7.25556960395101,3.53239184953899,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICHAELEGNEW","Michael Egnew","TE","MIA",462,NA,83,9.72577614016286,13.68,NA,NA,NA,NA,11.4375,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,7.6785,9.72577614016286,-108.629148136268,NA,1.24600110353081,2.34846960787806,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RYANGRANT","Ryan Grant","WR","WAS",463,NA,193,9.6875,NA,NA,NA,NA,NA,8.1625,NA,NA,22.5,7.5,5.125,11.875,NA,NA,NA,NA,11.0325,9.6875,-133.71172168961,NA,6.85250638452822,3.45298589714212,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",464,NA,136,9.67125,NA,21.975,7.45,NA,NA,14.7125,NA,NA,5.175,10.5,7,NA,NA,NA,NA,14.5475,11.5585714285714,9.67125,-108.25656420107,NA,5.872045432345,3.25982901270214,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",465,NA,84,9.62499825307561,NA,NA,NA,NA,NA,12.625,NA,NA,11.25,26,4,3.125,NA,NA,NA,NA,9.5,9.62499825307561,-108.729926023355,NA,9.19128323467404,3.91373943227125,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAVIDPAULSON","David Paulson","TE","PIT",466,NA,85,9.59375,27.165,NA,NA,NA,NA,13.7625,7.125,17,18.375,1.875,4,1.25,NA,NA,NA,NA,10.1815625,9.59375,-108.76117427643,NA,9.26482286638745,3.92822719551465,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONTATE","Brandon Tate","WR","CIN",467,NA,194,9.57174918998869,7.035,NA,NA,NA,NA,5.1625,3.25,NA,16.25,4.75,9.375,9.375,NA,NA,NA,10.475,9.79066964285714,9.57174918998869,-133.827472499622,NA,4.135687008376,2.91775564129644,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DANIELFELLS","Daniel Fells","TE","NYG",468,NA,86,9.515625,7.18,NA,NA,NA,NA,5.9375,0.5,NA,12.125,13.75,16,21,NA,NA,NA,NA,10.8989285714286,9.515625,-108.83929927643,NA,6.88310295215755,3.45901361060146,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GERELLROBINSON","Gerell Robinson","TE","DEN",469,NA,87,9.1,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-109.25492427643,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"NICKWILLIAMS","Nick Williams","WR","PIT",469,NA,195,9.1,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-134.29922168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ANTHONYARMSTRONG","Anthony Armstrong","WR","CLE",471,NA,196,8.9966204954449,NA,NA,NA,NA,NA,12.8625,5.775,NA,NA,NA,NA,NA,NA,NA,NA,12.275,7.803125,8.9966204954449,-134.402601194166,NA,3.93335760938836,2.87789549566592,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARKSANCHEZ","Mark Sanchez","QB","PHI",472,NA,53,8.89950122919298,0.94,20.18,7.54,5.72,NA,11.212,1.2,8.76,11,19.6,6.72,NA,NA,37.56,NA,NA,10.8518333333333,8.89950122919298,-236.182812887331,NA,10.5643411187223,4.18424034558957,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"CHRISGRAGG","Chris Gragg","TE","BUF",473,NA,88,8.878125,NA,NA,NA,NA,NA,10.1375,NA,NA,NA,5,18.25,7.5,NA,NA,NA,NA,10.221875,8.878125,-109.47679927643,NA,5.74846333633317,3.23548257383066,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ARTHURLYNCH","Arthur Lynch","TE","MIA",474,NA,89,8.87728755590647,NA,NA,NA,NA,NA,16.875,NA,NA,6.25,NA,5.625,NA,NA,NA,NA,NA,7.1875,8.87728755590647,-109.477636720524,NA,6.3224962106223,3.34857060789965,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",475,NA,137,8.87249700704266,NA,8.65,22.475,NA,NA,11.5325,4.975,10.975,1.5,5.875,5.55,26.625,NA,NA,NA,NA,9.81575,8.87249700704266,-109.055317194028,NA,8.39689536293689,3.75724009795307,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"CHASEFORD","Chase Ford","TE","MIN",476,NA,90,8.85676161205888,NA,NA,NA,NA,NA,10.625,19.125,NA,NA,NA,2.5,6.875,NA,NA,NA,NA,7.825,8.85676161205888,-109.498162664372,NA,7.05881172129323,3.49362932715749,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KENJONBARNER","Kenjon Barner","RB","PHI",477,NA,138,8.84500540770067,6.95,12.525,11.3,19.675,NA,11.4225,NA,9.075,21.525,6.375,1.525,1.625,NA,NA,NA,NA,9.60575,8.84500540770067,-109.08280879337,NA,6.67820984516892,3.41864839860498,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"COREYWASHINGTON","Corey Washington","WR","NYG",478,NA,197,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,8.8,8.8,-134.59922168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TJJONES","T.J. Jones","WR","DET",479,NA,198,8.63032446598805,NA,NA,16.375,NA,NA,13.625,NA,NA,NA,NA,3.125,2.5,NA,NA,NA,NA,5.9375,8.63032446598805,-134.768897223622,NA,7.13002381365822,3.50765855072325,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BEARPASCOE","Bear Pascoe","TE","NYG",480,NA,91,8.60000265353668,17.225,NA,NA,NA,NA,14.4,9.575,NA,NA,NA,5,3.125,NA,NA,NA,NA,8.2175,8.60000265353668,-109.754921622894,NA,5.99824453486185,3.28469101807522,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TANDONDOSS","Tandon Doss","WR","JAX",481,NA,199,8.57740162345065,17.38,NA,NA,NA,NA,13.6,6.375,NA,10,NA,9,4.375,1.25,33.125,NA,NA,9.87655555555556,8.57740162345065,-134.82182006616,NA,9.97148539497215,4.06744409351345,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KYLEORTON","Kyle Orton","QB","DAL",482,NA,54,8.44452562362455,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,NA,NA,15.66,NA,NA,4.64,8.44452562362455,-236.637788492899,NA,5.86665151513195,3.25876637757988,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",483,NA,139,8.28592887611643,NA,10.95,17.175,NA,NA,14.0625,21.875,NA,5.975,2.5,4.15,2.125,NA,NA,NA,NA,8.75694444444444,8.28592887611643,-109.641885324954,NA,7.35250333189559,3.55148839473565,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",484,NA,140,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,8.25,8.25,-109.67781420107,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",485,NA,141,8.16874544738514,NA,19.7,4.575,NA,NA,12.1375,NA,NA,NA,NA,2.625,NA,6.65,NA,NA,11.4625,8.16428571428571,8.16874544738514,-109.759068753685,NA,6.23679104187402,3.33168615845884,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TERRENCETOLIVER","Terrence Toliver","WR","CHI",486,NA,200,8.1625,NA,NA,NA,NA,NA,8.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1625,8.1625,-135.23672168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"FELIXJONES","Felix Jones","RB",NA,487,NA,142,8.07,17.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,8.07,-109.85781420107,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"STEPHENWILLIAMS","Stephen Williams","WR","JAC",488,NA,201,8.045,8.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.045,8.045,-135.35422168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RYANWILLIAMS","Ryan Williams","RB","DAL",489,NA,143,8.02499082156162,NA,20.475,NA,10.9,NA,10.705,14,6.3,2.875,2,7.125,3.75,NA,NA,NA,NA,7.003,8.02499082156162,-109.902823379509,NA,5.9912560128166,3.28331423591771,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"BRITTANGOLDEN","Brittan Golden","WR","ARI",490,NA,202,8.01158638788531,NA,NA,NA,NA,NA,10.6875,4.25,NA,10.125,NA,NA,NA,NA,NA,NA,NA,6.265625,8.01158638788531,-135.387635301725,NA,3.56542277764269,2.80541005336586,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ZACHPOTTER","Zach Potter","TE","HOU",491,NA,92,7.9775,15.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,7.9775,7.9775,-110.37742427643,NA,9.74746697865656,4.02331107704161,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB","PIT",492,NA,55,7.87802791282836,1.93,NA,NA,NA,NA,15.23,0.24,7.4,11.2,8.1,8.24,NA,NA,NA,NA,13.66,7.06666666666667,7.87802791282836,-237.204286203696,NA,5.2309327220733,3.1335258351863,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTSPAETH","Matt Spaeth","TE","PIT",493,NA,93,7.73518028359252,NA,NA,NA,NA,NA,15.125,11,NA,8.25,0.625,2.625,9.75,NA,NA,NA,14.4875,7.7328125,7.73518028359252,-110.619743992838,NA,5.52795452676666,3.1920409716408,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEWELHAMPTON","Jewel Hampton","RB","SFO",494,NA,144,7.675,NA,NA,NA,NA,NA,NA,7.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.675,7.675,-110.25281420107,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WILLJOHNSON","Will Johnson","RB","PIT",495,NA,145,7.58312789337654,NA,19.125,5.875,NA,NA,12.5,NA,NA,3.25,13.5,7.975,4.25,NA,NA,NA,NA,8.309375,7.58312789337654,-110.344686307694,NA,5.76963005333799,3.23965254827112,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALVESTERALEXANDER","Alvester Alexander","RB",NA,496,NA,146,7.51034283438737,NA,9.25,NA,NA,NA,6.9425,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81958333333333,7.51034283438737,-110.417471366683,NA,2.77496208682809,2.64968439802994,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEROMEFELTON","Jerome Felton","RB","MIN",497,NA,147,7.49374720728547,7.105,14.45,6.725,NA,NA,10.5875,NA,NA,NA,NA,1.375,NA,NA,NA,NA,NA,6.68958333333333,7.49374720728547,-110.434066993785,NA,4.8632080461358,3.06108179488299,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISTHOMPSON","Chris Thompson","RB","WAS",498,NA,148,7.46875353910695,-2.52,18.325,NA,NA,NA,9.1625,NA,NA,NA,9.375,1.825,2.625,NA,NA,NA,NA,3.96027777777778,7.46875353910695,-110.459060661964,NA,7.39472285090298,3.55980590165508,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TEVINREESE","Tevin Reese","WR","SD",499,NA,203,7.4375,NA,NA,NA,NA,NA,6.1875,NA,NA,NA,11.25,6.125,NA,NA,NA,NA,NA,7.85416666666667,7.4375,-135.96172168961,NA,2.94104396147581,2.68240355670471,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KELLENWINSLOW","Kellen Winslow Jr","TE",NA,500,NA,94,7.3575,14.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.625,NA,NA,NA,NA,21.965,7.3575,-110.99742427643,NA,41.4859548522147,10.2759899020794,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"VONTALEACH","Vonta Leach","RB",NA,501,NA,149,7.3375,15.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3375,7.3375,-110.59031420107,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JORDANPALMER","Jordan Palmer","QB","CHI",502,NA,56,7.30999736210818,NA,21.46,19.2,NA,NA,14.678,NA,15.4,2.9,NA,1.06,NA,NA,NA,NA,NA,7.67477777777778,7.30999736210818,-237.772316754416,NA,8.50110208541614,3.7777694681508,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LEESMITH","Lee Smith","TE","BUF",503,NA,95,7.28124107835489,15.975,NA,NA,NA,NA,8.0625,5,NA,8.125,NA,4.75,5,NA,NA,NA,12.5625,7.400625,7.28124107835489,-111.073683198076,NA,4.30646748535049,2.95140045375135,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ARMONBINNS","Armon Binns","WR","MIA",504,NA,204,7.21875,NA,NA,NA,NA,NA,14.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21875,7.21875,-136.18047168961,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICHAELCOX","Michael Cox","RB","NYG",505,NA,150,7.20191434772265,12.225,11.475,NA,NA,NA,5.7375,21.875,NA,NA,3.625,2.625,5.375,NA,NA,NA,NA,7.7659375,7.20191434772265,-110.725899853348,NA,6.77750074651767,3.43820932157193,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CLYDEGATES","Clyde Gates","WR","NYJ",506,NA,205,7.10439023078123,11.08,NA,NA,NA,NA,10.5,NA,NA,NA,3.125,NA,NA,NA,NA,NA,NA,4.743,7.10439023078123,-136.294831458829,NA,4.43488162186997,2.97669883455165,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KYLEJUSZCZYK","Kyle Juszczyk","RB","BAL",507,NA,151,7.03999721543921,NA,15.875,16.525,NA,NA,14.1175,NA,NA,NA,1.25,4.425,0.5,NA,NA,NA,NA,8.78208333333333,7.03999721543921,-110.887816985631,NA,7.52380562226767,3.58523600766406,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DEREKMOYE","Derek Moye","WR","PIT",508,NA,206,6.9375,NA,NA,NA,NA,NA,24.675,NA,NA,7.75,2.5,4.5,NA,NA,NA,NA,NA,9.85625,6.9375,-136.46172168961,NA,10.1132828291971,4.0953790669109,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
